,revenue_ci,district_3,district_1,revenue_cr,HQ,area,are_new,mean,count,timeperiod,object_id
4469,Helem,BISWANATH,Biswanath,Halem,,427087304.2,427,,0,2019_06,18-756-00250
4470,Gohpur,BISWANATH,Biswanath,Gohpur,,313635939.7,314,,0,2019_06,18-756-00251
4471,Hojai,HOJAI,Hojai,Hojai,y,264542999.3,265,0.3546379510490212,3895,2019_06,18-757-00252
4472,Doboka,HOJAI,Hojai,Doboka,,317748519.3,318,0.5116447822919183,4139,2019_06,18-757-00253
4473,Lanka,HOJAI,Hojai,Lanka,,873440623.1,873,0.515901814894512,11589,2019_06,18-757-00254
4474,Donka,WEST KARBI ANGLONG,West Karbi Anglong,Donkamokam,,3072801622.0,3073,0.6594088231658847,51578,2019_06,18-759-00255
4475,South Salmara,SOUTH SALMARA MANCACHAR,South Salmara Mancachar,South Salmara,,435496775.1,435,0.1671017240876705,7772,2019_06,18-758-00256
4476,Mankachar,SOUTH SALMARA MANCACHAR,South Salmara Mancachar,Mankachar,,248678182.6,249,0.3686128180539517,4438,2019_06,18-758-00257
4477,Bajali (Pt),TAMULPUR,Baksa,Bajali (Pt),,17844174.95,18,,0,2019_06,18-816-00258
4478,Goreswar (Pt),TAMULPUR,Baksa,Goreswar (Pt),,283216711.9,283,,0,2019_06,18-816-00259
4479,Tamulpur,TAMULPUR,Baksa,Tamulpur,,549366262.9,549,,0,2019_06,18-816-00261
4480,Baksa,BAKSA,Baksa,Baska,,295501945.5,296,,0,2019_06,18-324-00262
4481,Sarupeta (Pt),BAKSA,Baksa,Sarupeta (Pt),,134708247.8,135,,0,2019_06,18-324-00263
4482,Barnagar (Pt),BARPETA,Barpeta,Barnagar (Pt),,207191146.6,207,,0,2019_06,18-303-00264
4483,Sarupeta (Pt),BAJALI,Barpeta,Sarupeta (Pt),,261584874.2,262,,0,2019_06,18-799-00265
4484,Chenga,BARPETA,Barpeta,Chenga,,317522242.4,318,0.0761147438483094,2392,2019_06,18-303-00266
4485,North Guwahati (Pt),KAMRUP METRO,KAMRUP METRO,North Guwahati (Pt),,114789346.1,115,0.3518779582265318,2036,2019_06,18-322-00267
4486,Kalaigaon (Pt),UDALGURI,Udalguri,Kalaigaon (Pt),,191989620.2,192,,0,2019_06,18-326-00268
4487,Mangaldoi (Pt),DARRANG,Darrang,Mangaldoi (Pt),y,439678093.9,440,,0,2019_06,18-325-00269
4488,Dalgaon (Pt),DARRANG,Darrang,Dalgaon (Pt),,649172827.9,649,,0,2019_06,18-325-00270
4489,Mayong,MORIGAON,Morigaon,Mayong,,486035918.5,486,0.5335680561189465,4006,2019_06,18-304-00271
4490,Palasbari,KAMRUP,Kamrup,Palasbari,,392624055.8,393,0.3499502754998577,7027,2019_06,18-321-00272
4491,Azara,KAMRUP,Kamrup,Azara,,423124288.2,423,0.5332833209481248,7559,2019_06,18-321-00273
4492,Gossaigaon (Pt),DHUBRI,Dhubri,Gossaigaon (Pt),,76783222.03,77,,0,2019_06,18-301-00274
4493,Jorhat West,JORHAT,Jorhat,Jorhat West,,363550691.9,364,0.2006682327489533,6270,2019_06,18-312-00276
4494,Jorhat East,JORHAT,Jorhat,Jorhat East,,195465666.5,195,0.2766386593727774,3515,2019_06,18-312-00277
4495,Sapekhati,CHARAIDEO,Charaideo,Sapekhati,,394328380.8,394,0.4213470139771995,6979,2019_06,18-755-00278
4496,Sonari,CHARAIDEO,Charaideo,Sonari,y,384542831.4,385,0.5346611206857195,6845,2019_06,18-755-00279
4497,Ujani Majuli,MAJULI,Majuli,Ujani Majuli,,322168126.6,322,0.2534208936512979,5509,2019_06,18-760-00280
4498,Majuli,MAJULI,Majuli,Majuli,,648466675.6,648,0.05034993682702,10535,2019_06,18-760-00281
4499,Phuloni,K.ANGLONG,K.ANGLONG,Phuloni,,3303172433.0,3303,0.4966268507909928,22693,2019_06,18-314-00275
4500,Gossaigaon (Pt),KOKRAJHAR,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,0.4430850157223954,7861,2020_10,18-300-00101
4501,Bhowraguri,KOKRAJHAR,Kokrajhar,Bhawraguri,,158892607.3,159,0.3765801547602677,2727,2020_10,18-300-00102
4502,Dotoma,KOKRAJHAR,Kokrajhar,Dotoma,,303966231.6,304,0.3535979660400077,5463,2020_10,18-300-00103
4503,Kokrajhar (Pt),KOKRAJHAR,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,0.5497316222160591,17803,2020_10,18-300-00104
4504,Bagribari (Pt),KOKRAJHAR,Kokrajhar,Bagribari (Pt),,281011470.5,281,0.3355781100906488,3275,2020_10,18-300-00105
4505,Golokganj (Pt),KOKRAJHAR,Kokrajhar,Golokganj (Pt),,102804109.1,103,,0,2020_10,18-300-00106
4506,Dhubri (Pt),KOKRAJHAR,Kokrajhar,Dhubri (Pt),,124091385.6,124,0.1783130495648532,737,2020_10,18-300-00107
4507,Chapar (Pt),KOKRAJHAR,Kokrajhar,Chapar (Pt),,101233159.3,101,0.4104549814944375,1809,2020_10,18-300-00108
4508,Bagribari (Pt),DHUBRI,Dhubri,Bagribari (Pt),,212860104.4,213,0.069105194836128,2419,2020_10,18-301-00109
4509,Agamoni,DHUBRI,Dhubri,Agamoni,,220975059.2,221,,0,2020_10,18-301-00110
4510,Golokganj (Pt),DHUBRI,Dhubri,Golakganj (Pt),,199162500.1,199,,0,2020_10,18-301-00111
4511,Dhubri (Pt),DHUBRI,Dhubri,Dhubri (Pt),y,357274694.3,357,0.2427930902204584,407,2020_10,18-301-00112
4512,Bilasipara (Pt),DHUBRI,Dhubri,Bilasipara (Pt),,294886928.3,295,0.2677842778996679,5270,2020_10,18-301-00113
4513,Chapar (Pt),DHUBRI,Dhubri,Chapar (Pt),,195049812.7,195,0.3153803851801271,3501,2020_10,18-301-00114
4514,Lakhipur,GOALPARA,Goalpara,Lakhipur,,486513089.8,487,-0.1058494068345872,2459,2020_10,18-302-00115
4515,Balijana,GOALPARA,Goalpara,Balijana,,541158544.1,541,0.2341876605609515,4440,2020_10,18-302-00116
4516,Matia,GOALPARA,Goalpara,Matia,,477602971.1,478,0.1523301089348121,1462,2020_10,18-302-00117
4517,Dudhnai,GOALPARA,Goalpara,Dudhnoi,,196278296.1,196,,0,2020_10,18-302-00118
4518,Rangjuli,GOALPARA,Goalpara,Rangjuli,,277190398.1,277,,0,2020_10,18-302-00119
4519,Kalgachia,BARPETA,Barpeta,Kalgachia,,232225684.6,232,0.2275590174264441,4172,2020_10,18-303-00120
4520,Baghbor,BARPETA,Barpeta,Baghbor,,512830660.7,513,0.1215793912123455,8739,2020_10,18-303-00121
4521,Barpeta,BARPETA,Barpeta,Barpeta,y,315725333.4,316,0.3918547702458734,5089,2020_10,18-303-00122
4522,Sarthebari,BARPETA,Barpeta,Sarthebari,,261719921.4,262,0.0699033101399739,255,2020_10,18-303-00123
4523,Bajali (Pt),BAJALI,Barpeta,Bajali (Pt),,167129509.3,167,,0,2020_10,18-799-00124
4524,Jalah (Pt),BAJALI,Barpeta,Jalah (Pt),,41272560.57,41,,0,2020_10,18-799-00125
4525,Bhuragaon,MORIGAON,Morigaon,Bhuragaon,,218905955.5,219,,0,2020_10,18-304-00126
4526,Laharighat,MORIGAON,Morigaon,Laharighat,,232534594.4,233,,0,2020_10,18-304-00127
4527,Marigaon,MORIGAON,Morigaon,Morigaon,y,389659479.6,390,0.7777854601542155,6,2020_10,18-304-00128
4528,Mikirbheta,MORIGAON,Morigaon,Mikirbheta,,183812069.7,184,0.6818104389558505,1846,2020_10,18-304-00129
4529,Kaliabor,NAGAON,Nagaon,Kaliabor,,580444524.8,580,0.6684501362121757,10410,2020_10,18-305-00130
4530,Samaguri,NAGAON,Nagaon,Samaguri,,342479635.6,342,0.7697384237117388,6142,2020_10,18-305-00131
4531,Rupahi,NAGAON,Nagaon,Rupahi,,305559066.5,306,0.5909940518465909,5500,2020_10,18-305-00132
4532,Dhing,NAGAON,Nagaon,Dhing,,247888462.7,248,0.5944210715630379,2905,2020_10,18-305-00133
4533,Nagaon,NAGAON,Nagaon,Nagaon,y,372041429.1,372,0.7130528245102262,6674,2020_10,18-305-00134
4534,Raha,NAGAON,Nagaon,Raha,,340889151.3,341,0.5688618327530972,5287,2020_10,18-305-00135
4535,Kampur,NAGAON,Nagaon,Kampur,,375122906.9,375,0.5211472984076222,2824,2020_10,18-305-00136
4536,Dhekiajuli (Pt),SONITPUR,Sonitpur,Dhekiajuli (Pt),,1231160620.0,1231,0.4247611261767938,4209,2020_10,18-306-00137
4537,Chariduar,SONITPUR,Sonitpur,Chariduar,,999613694.8,1000,0.7177744447846828,17451,2020_10,18-306-00138
4538,Tezpur,SONITPUR,Sonitpur,Tezpur,y,546146490.7,546,0.2817794862085459,9800,2020_10,18-306-00139
4539,Na-Duar,SONITPUR,Sonitpur,Naduar,,668195595.7,668,0.5571474614247256,12026,2020_10,18-306-00140
4540,Narayanpur,LAKHIMPUR,Lakhimpur,Narayanpur,,380387815.9,380,0.6211536093476357,6852,2020_10,18-307-00141
4541,Bihpuria,LAKHIMPUR,Lakhimpur,Bihpuria,,406987947.4,407,0.534902035506855,5671,2020_10,18-307-00142
4542,Naobaicha,LAKHIMPUR,Lakhimpur,Nowboicha,,329777873.3,330,0.5968448173292273,2679,2020_10,18-307-00143
4543,Kadam,LAKHIMPUR,Lakhimpur,Kadam,,523299066.2,523,0.6299466428146483,9455,2020_10,18-307-00144
4544,North Lakhimpur,LAKHIMPUR,Lakhimpur,North Lakhimpur,y,615562945.6,616,0.5776659873461631,10360,2020_10,18-307-00145
4545,Dhakuakhana (Pt-I),LAKHIMPUR,Lakhimpur,Dhakuakhana (Pt-I),,462433414.6,462,0.512856260570073,8352,2020_10,18-307-00146
4546,Subansiri (Pt-I),LAKHIMPUR,Lakhimpur,Subansiri (Pt-I),,279641275.4,280,0.4262047168644906,5055,2020_10,18-307-00147
4547,Dhakuakhana (Pt-II),DHEMAJI,Dhemaji,Dhakuakhana (Pt-II),,8932180.563,9,0.4703964233398437,160,2020_10,18-308-00148
4548,Subansiri (Pt-II),DHEMAJI,Dhemaji,Subansiri (Pt-II),,155210841.0,155,0.7635683239015758,2808,2020_10,18-308-00149
4549,Dhemaji,DHEMAJI,Dhemaji,Dhemaji,y,396211702.6,396,0.5767865509501394,7170,2020_10,18-308-00150
4550,Sissibargaon,DHEMAJI,Dhemaji,Sissiborgaon,,745985547.0,746,0.5177912082924776,13513,2020_10,18-308-00151
4551,Jonai,DHEMAJI,Dhemaji,Jonai,,852661889.7,853,0.3617340584816813,15476,2020_10,18-308-00152
4552,Gogamukh,DHEMAJI,Dhemaji,Gogamukh,,323763379.2,324,0.5901832990329284,5865,2020_10,18-308-00153
4553,Sadiya,TINSUKIA,Tinsukia,Sadiya,,851463185.0,851,0.3970883650147068,15044,2020_10,18-309-00154
4554,Doom Dooma,TINSUKIA,Tinsukia,Doom Dooma,,936656924.2,937,0.6179412478449546,16966,2020_10,18-309-00155
4555,Tinsukia,TINSUKIA,Tinsukia,Tinsukia,y,890346165.2,890,0.5859591677641772,16135,2020_10,18-309-00156
4556,Margherita,TINSUKIA,Tinsukia,Margherita,,1132319376.0,1132,0.6141365320309973,12364,2020_10,18-309-00157
4557,Dibrugarh West,DIBRUGARH,Dibrugarh,Dibrugarh West,,723055766.0,723,0.2059139880582236,13066,2020_10,18-310-00158
4558,Dibrugarh East,DIBRUGARH,Dibrugarh,Dibrugarh East,,392607310.5,393,0.2137537763623768,7105,2020_10,18-310-00159
4559,Chabua,DIBRUGARH,Dibrugarh,Chabua,,658137348.7,658,0.2304701845541635,11913,2020_10,18-310-00160
4560,Tengakhat,DIBRUGARH,Dibrugarh,Tengakhat,,355331353.1,355,0.4768037567755284,6434,2020_10,18-310-00161
4561,Moran,DIBRUGARH,Dibrugarh,Moran,,394752534.0,395,0.5174382734660048,7126,2020_10,18-310-00162
4562,Tingkhong,DIBRUGARH,Dibrugarh,Tingkhong,,391326093.4,391,0.6806080143836585,7074,2020_10,18-310-00163
4563,Naharkatiya,DIBRUGARH,Dibrugarh,Naharkatia,,464307367.8,464,0.606216916311539,8389,2020_10,18-310-00164
4564,Dimow,SIVSAGAR,SIVSAGAR,Demow,,478427786.7,478,0.6172858257015853,8169,2020_10,18-311-00165
4565,Sibsagar,SIVSAGAR,SIVSAGAR,Sivsagar,y,388026773.7,388,0.5986701472355769,1625,2020_10,18-311-00166
4566,Amguri,SIVSAGAR,SIVSAGAR,Amguri,,314868728.7,315,,0,2020_10,18-311-00167
4567,Nazira,SIVSAGAR,SIVSAGAR,Nazira,,386224425.1,386,,0,2020_10,18-311-00168
4568,Teok,JORHAT,Jorhat,Teok,,449551926.2,450,,0,2020_10,18-312-00169
4569,Titabor,JORHAT,Jorhat,Titabor,,419204313.3,419,0.7096058927624431,302,2020_10,18-312-00170
4570,Mariani,JORHAT,Jorhat,Mariani,,436514584.8,437,,0,2020_10,18-312-00171
4571,Bokakhat,GOLAGHAT,Golaghat,Bokakhat,,850138736.1,850,0.3032930319314387,15271,2020_10,18-313-00172
4572,Khumtai,GOLAGHAT,Golaghat,Khumtai,,473079404.2,473,0.2799824879581767,8512,2020_10,18-313-00173
4573,Dergaon,GOLAGHAT,Golaghat,Dergaon,,322577977.5,323,0.6964582122718664,5808,2020_10,18-313-00174
4574,Golaghat,GOLAGHAT,Golaghat,Golaghat,y,658333420.5,658,0.5963864618065007,11022,2020_10,18-313-00175
4575,Morangi,GOLAGHAT,Golaghat,Morangi,,318699785.4,319,0.7342246083490195,5711,2020_10,18-313-00176
4576,Sarupathar,GOLAGHAT,Golaghat,Sarupathar,,900371843.1,900,0.5106708431603774,6625,2020_10,18-313-00177
4577,Diphu,K.ANGLONG,Karbi Anglong,Diphu,y,2467568183.0,2468,0.4199923038482666,1280,2020_10,18-314-00178
4578,Silonijan,K.ANGLONG,K.ANGLONG,Silonijan,,1566331644.0,1566,0.7212138181907204,28083,2020_10,18-314-00179
4579,Umrangso,DIMA HASAO,Dima Hasao,Umrangso,,1459647329.0,1460,,0,2020_10,18-315-00180
4580,Haflong,DIMA HASAO,Dima Hasao,Haflong,y,1023944193.0,1024,,0,2020_10,18-315-00181
4581,Mahur,DIMA HASAO,Dima Hasao,Mahur,,568176425.1,568,,0,2020_10,18-315-00182
4582,Maibong,DIMA HASAO,Dima Hasao,Maibong,,1831786745.0,1832,,0,2020_10,18-315-00183
4583,Katigora,CACHAR,Cachar,Katigorah,,744022581.1,744,,0,2020_10,18-316-00184
4584,Silchar,CACHAR,Cachar,Silchar,y,837931796.0,838,,0,2020_10,18-316-00185
4585,Udarbond,CACHAR,Cachar,Udharbond,,447088875.6,447,,0,2020_10,18-316-00186
4586,Sonai,CACHAR,Cachar,Sonai,,999733880.6,1000,,0,2020_10,18-316-00187
4587,Lakhipur,CACHAR,Cachar,Lakhipur,,754436388.7,754,,0,2020_10,18-316-00188
4588,Karimganj,KARIMGANJ,Karimganj,Karimganj,y,178166572.6,178,,0,2020_10,18-317-00189
4589,Badarpur,KARIMGANJ,Karimganj,Badarpur,,134391085.3,134,,0,2020_10,18-317-00190
4590,Nilambazar,KARIMGANJ,Karimganj,Nilambazar,,280417099.0,280,,0,2020_10,18-317-00191
4591,Patharkandi,KARIMGANJ,Karimganj,Patherkandi,,672170922.1,672,0.6975349435110081,4315,2020_10,18-317-00192
4592,"Ramkrishna
Nagar",KARIMGANJ,Karimganj,RK Nagar,,575000985.9,575,0.7124102368136845,1794,2020_10,18-317-00193
4593,Algapur,HAILAKANDI,Hailakandi,Algapur,,156280173.0,156,,0,2020_10,18-318-00194
4594,Hailakandi,HAILAKANDI,Hailakandi,Hailakandi,y,160989094.7,161,,0,2020_10,18-318-00195
4595,Lala,HAILAKANDI,Hailakandi,Lala,,270081600.3,270,,0,2020_10,18-318-00196
4596,Katlichara,HAILAKANDI,Hailakandi,Katlicherra,,741771269.3,742,,0,2020_10,18-318-00197
4597,"Bongaigaon
(Pt)",BONGAIGAON,Bongaigaon,"Bongaigaon
(Pt)",y,189396060.5,189,0.6236155790441177,3400,2020_10,18-319-00198
4598,Boitamari,BONGAIGAON,Bongaigaon,Boitamari,,297089853.0,297,0.2314939890133962,5314,2020_10,18-319-00199
4599,Srijangram,BONGAIGAON,Bongaigaon,Srijangram,,347583760.8,348,0.4400214279444221,6230,2020_10,18-319-00200
4600,Sidli (Pt-II),BONGAIGAON,Bongaigaon,Sidli (Pt-II),,85041947.25,85,0.5091053973956626,1526,2020_10,18-319-00201
4601,Manikpur,BONGAIGAON,Bongaigaon,Manikpur,,169010249.7,169,0.4901429427297492,3040,2020_10,18-319-00202
4602,Kokrajhar (Pt),CHIRANG,Chirang,Kokrajhar (Pt),,12538462.77,13,0.4405297473468612,226,2020_10,18-320-00203
4603,Barnagar (Pt),CHIRANG,Chirang,Barnagar (Pt),,34321102.47,34,0.5908040495209671,623,2020_10,18-320-00204
4604,Bengtal,CHIRANG,Chirang,Bengtal,,715955682.4,716,0.6958308724726405,12884,2020_10,18-320-00205
4605,Sidli (Pt),CHIRANG,Chirang,Sidli (Pt),,228893704.6,229,0.6517801247682089,4112,2020_10,18-320-00206
4606,Bijni (Pt),CHIRANG,Chirang,Bijni (Pt),,934195919.7,934,0.6913356677500149,16769,2020_10,18-320-00207
4607,"Rangia
(Pt)",KAMRUP,Kamrup,"Rangia
(Pt)",,186407362.6,186,,0,2020_10,18-321-00208
4608,Koya,KAMRUP,Kamrup,Kayan,,53612722.14,54,,0,2020_10,18-321-00209
4609,Kamalpur,KAMRUP,Kamrup,Kamalpur,,250170012.1,250,,0,2020_10,18-321-00210
4610,Hajo,KAMRUP,Kamrup,Hajo,,412841145.7,413,,0,2020_10,18-321-00211
4611,Chhaygaon,KAMRUP,Kamrup,Chhaygaon,,470741379.3,471,,0,2020_10,18-321-00212
4612,Goroimari,KAMRUP,Kamrup,Goroimari,,176568213.2,177,,0,2020_10,18-321-00213
4613,Chamaria,KAMRUP,Kamrup,Chamaria,,140144616.8,140,0.2635884395865507,172,2020_10,18-321-00214
4614,Nagarbera,KAMRUP,Kamrup,Nagarbera,,114577593.0,115,0.3131409793123871,277,2020_10,18-321-00215
4615,Boko,KAMRUP,Kamrup,Boko,,514044709.4,514,,0,2020_10,18-321-00216
4616,"North
Guwahati",KAMRUP,Kamrup,"North
Guwahati",,90721866.31,91,,0,2020_10,18-321-00217
4617,Jalah (Pt),KAMRUP,Kamrup,Jalah (Pt),,55787602.64,56,,0,2020_10,18-321-00218
4618,Guwahati,KAMRUP METRO,KAMRUP METRO,Guwahati,y,101319635.1,101,,0,2020_10,18-322-00219
4619,Sonapur,KAMRUP METRO,KAMRUP METRO,Sonapur,,493242088.4,493,,0,2020_10,18-322-00220
4620,Chandrapur,KAMRUP METRO,KAMRUP METRO,Chandrapur,,124600101.5,125,,0,2020_10,18-322-00221
4621,"Tihu
(Pt)",NALBARI,Nalbari,"Tihu
(Pt)",,94935581.15,95,,0,2020_10,18-323-00222
4622,"Pachim
Nalbari",NALBARI,Nalbari,Pachim Nalbari,,148606921.2,149,,0,2020_10,18-323-00223
4623,Barkhetri,NALBARI,Nalbari,Barkhetri,,370577388.2,371,,0,2020_10,18-323-00224
4624,Barbhag,NALBARI,Nalbari,Barbhag,,82281261.7,82,,0,2020_10,18-323-00225
4625,Nalbari,NALBARI,Nalbari,Nalbari,y,128136913.3,128,,0,2020_10,18-323-00226
4626,Banekuchi,NALBARI,Nalbari,Banekuchi,,61110319.4,61,,0,2020_10,18-323-00227
4627,Ghograpar (Pt),NALBARI,Nalbari,Ghograpar (Pt),,131160984.6,131,,0,2020_10,18-323-00228
4628,Baganpara (Pt),BAKSA,Baksa,Baganpara (Pt),,211742690.1,212,,0,2020_10,18-324-00260
4629,Baganpara (Pt),NALBARI,Nalbari,Baganpara (Pt),,18943498.07,19,,0,2020_10,18-323-00230
4630,Barnagar (Pt),BAKSA,Baksa,Barnagar (Pt),,460073385.7,460,0.6322325386821975,7190,2020_10,18-324-00231
4631,Ghograpar (Pt),BAKSA,Baksa,Ghograpar (Pt),,35444716.72,35,,0,2020_10,18-324-00232
4632,Jalah (Pt),BAKSA,Baksa,Jalah (Pt),,291646466.4,292,,0,2020_10,18-324-00233
4633,Barama,BAKSA,Baksa,Barama,,95546762.3,96,,0,2020_10,18-324-00234
4634,Rangia (Pt),TAMULPUR,Baksa,Rangia (Pt),,23451991.6,23,,0,2020_10,18-816-00235
4635,Pathorighat (Pt),TAMULPUR,Baksa,Pathorighat (Pt),,3754506.217,4,,0,2020_10,18-816-00236
4636,Khoirabari (Pt),DARRANG,Darrang,Khoirabari (Pt),,52738276.5,53,,0,2020_10,18-325-00237
4637,Pathorighat (Pt),DARRANG,Darrang,Patharighat (Pt),,176482635.2,176,,0,2020_10,18-325-00238
4638,Sipajhar,DARRANG,Darrang,Sipajhar,,293007191.6,293,,0,2020_10,18-325-00239
4639,Dhekiajuli (Pt),UDALGURI,Udalguri,Dhekiajuli (Pt),,41104085.9,41,,0,2020_10,18-326-00240
4640,Khoirabari (Pt),UDALGURI,Udalguri,Khoirabari (Pt),,162764836.4,163,,0,2020_10,18-326-00241
4641,Pathorighat (Pt),UDALGURI,Udalguri,Pathorighat (Pt),,2314177.101,2,,0,2020_10,18-326-00242
4642,Mangaldoi (Pt),UDALGURI,Udalguri,Mangaldoi (Pt),,6293734.554,6,,0,2020_10,18-326-00243
4643,Dalgaon (Pt),UDALGURI,Udalguri,Dalgaon (Pt),,62698740.91,63,,0,2020_10,18-326-00244
4644,Harisinga,UDALGURI,Udalguri,Harisinga,,625700293.5,626,,0,2020_10,18-326-00245
4645,Udalguri,UDALGURI,Udalguri,Udalguri,y,569395304.7,569,,0,2020_10,18-326-00246
4646,Mazbat,UDALGURI,Udalguri,Mazbat,,325141745.3,325,,0,2020_10,18-326-00247
4647,Mahmora,CHARAIDEO,Charaideo,Mahmora,,294481483.3,294,0.7318915782103182,5311,2020_10,18-755-00248
4648,Biswanath,BISWANATH,Biswanath,Biswanath,y,1042300607.0,1042,0.5232909453911619,18771,2020_10,18-756-00249
4649,Helem,BISWANATH,Biswanath,Halem,,427087304.2,427,0.4562056454069201,7695,2020_10,18-756-00250
4650,Gohpur,BISWANATH,Biswanath,Gohpur,,313635939.7,314,0.6799134424658064,5648,2020_10,18-756-00251
4651,Hojai,HOJAI,Hojai,Hojai,y,264542999.3,265,,0,2020_10,18-757-00252
4652,Doboka,HOJAI,Hojai,Doboka,,317748519.3,318,0.835922805157735,2841,2020_10,18-757-00253
4653,Lanka,HOJAI,Hojai,Lanka,,873440623.1,873,,0,2020_10,18-757-00254
4654,Donka,WEST KARBI ANGLONG,West Karbi Anglong,Donkamokam,,3072801622.0,3073,0.6632084015877017,155,2020_10,18-759-00255
4655,South Salmara,SOUTH SALMARA MANCACHAR,South Salmara Mancachar,South Salmara,,435496775.1,435,,0,2020_10,18-758-00256
4656,Mankachar,SOUTH SALMARA MANCACHAR,South Salmara Mancachar,Mankachar,,248678182.6,249,,0,2020_10,18-758-00257
4657,Bajali (Pt),TAMULPUR,Baksa,Bajali (Pt),,17844174.95,18,,0,2020_10,18-816-00258
4658,Goreswar (Pt),TAMULPUR,Baksa,Goreswar (Pt),,283216711.9,283,,0,2020_10,18-816-00259
4659,Tamulpur,TAMULPUR,Baksa,Tamulpur,,549366262.9,549,,0,2020_10,18-816-00261
4660,Baksa,BAKSA,Baksa,Baska,,295501945.5,296,,0,2020_10,18-324-00262
4661,Sarupeta (Pt),BAKSA,Baksa,Sarupeta (Pt),,134708247.8,135,0.6701191070535866,1469,2020_10,18-324-00263
4662,Barnagar (Pt),BARPETA,Barpeta,Barnagar (Pt),,207191146.6,207,0.5125804189210827,3708,2020_10,18-303-00264
4663,Sarupeta (Pt),BAJALI,Barpeta,Sarupeta (Pt),,261584874.2,262,0.4849180374171934,2887,2020_10,18-799-00265
4664,Chenga,BARPETA,Barpeta,Chenga,,317522242.4,318,0.0150674102557674,2571,2020_10,18-303-00266
4665,North Guwahati (Pt),KAMRUP METRO,KAMRUP METRO,North Guwahati (Pt),,114789346.1,115,,0,2020_10,18-322-00267
4666,Kalaigaon (Pt),UDALGURI,Udalguri,Kalaigaon (Pt),,191989620.2,192,,0,2020_10,18-326-00268
4667,Mangaldoi (Pt),DARRANG,Darrang,Mangaldoi (Pt),y,439678093.9,440,,0,2020_10,18-325-00269
4668,Dalgaon (Pt),DARRANG,Darrang,Dalgaon (Pt),,649172827.9,649,,0,2020_10,18-325-00270
4669,Mayong,MORIGAON,Morigaon,Mayong,,486035918.5,486,,0,2020_10,18-304-00271
4670,Palasbari,KAMRUP,Kamrup,Palasbari,,392624055.8,393,,0,2020_10,18-321-00272
4671,Azara,KAMRUP,Kamrup,Azara,,423124288.2,423,,0,2020_10,18-321-00273
4672,Gossaigaon (Pt),DHUBRI,Dhubri,Gossaigaon (Pt),,76783222.03,77,,0,2020_10,18-301-00274
4673,Jorhat West,JORHAT,Jorhat,Jorhat West,,363550691.9,364,0.6089636119831005,2648,2020_10,18-312-00276
4674,Jorhat East,JORHAT,Jorhat,Jorhat East,,195465666.5,195,,0,2020_10,18-312-00277
4675,Sapekhati,CHARAIDEO,Charaideo,Sapekhati,,394328380.8,394,0.634852491643209,7105,2020_10,18-755-00278
4676,Sonari,CHARAIDEO,Charaideo,Sonari,y,384542831.4,385,0.7584228106679229,2985,2020_10,18-755-00279
4677,Ujani Majuli,MAJULI,Majuli,Ujani Majuli,,322168126.6,322,0.4578914430003564,3683,2020_10,18-760-00280
4678,Majuli,MAJULI,Majuli,Majuli,,648466675.6,648,0.1100864131760306,4997,2020_10,18-760-00281
4679,Phuloni,K.ANGLONG,K.ANGLONG,Phuloni,,3303172433.0,3303,0.8179593590698357,47669,2020_10,18-314-00275
4680,Gossaigaon (Pt),KOKRAJHAR,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,0.575934858441408,6477,2022_10,18-300-00101
4681,Bhowraguri,KOKRAJHAR,Kokrajhar,Bhawraguri,,158892607.3,159,0.678109524518075,2704,2022_10,18-300-00102
4682,Dotoma,KOKRAJHAR,Kokrajhar,Dotoma,,303966231.6,304,0.5803860542469454,133,2022_10,18-300-00103
4683,Kokrajhar (Pt),KOKRAJHAR,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,,0,2022_10,18-300-00104
4684,Bagribari (Pt),KOKRAJHAR,Kokrajhar,Bagribari (Pt),,281011470.5,281,0.6894013577532822,4037,2022_10,18-300-00105
4685,Golokganj (Pt),KOKRAJHAR,Kokrajhar,Golokganj (Pt),,102804109.1,103,0.6647744562953569,211,2022_10,18-300-00106
4686,Dhubri (Pt),KOKRAJHAR,Kokrajhar,Dhubri (Pt),,124091385.6,124,0.567159911215087,2184,2022_10,18-300-00107
4687,Chapar (Pt),KOKRAJHAR,Kokrajhar,Chapar (Pt),,101233159.3,101,,0,2022_10,18-300-00108
4688,Bagribari (Pt),DHUBRI,Dhubri,Bagribari (Pt),,212860104.4,213,0.2326812283908435,3647,2022_10,18-301-00109
4689,Agamoni,DHUBRI,Dhubri,Agamoni,,220975059.2,221,,0,2022_10,18-301-00110
4690,Golokganj (Pt),DHUBRI,Dhubri,Golakganj (Pt),,199162500.1,199,0.5445235281279592,528,2022_10,18-301-00111
4691,Dhubri (Pt),DHUBRI,Dhubri,Dhubri (Pt),y,357274694.3,357,0.3610916591440102,5885,2022_10,18-301-00112
4692,Bilasipara (Pt),DHUBRI,Dhubri,Bilasipara (Pt),,294886928.3,295,0.2474791178771105,633,2022_10,18-301-00113
4693,Chapar (Pt),DHUBRI,Dhubri,Chapar (Pt),,195049812.7,195,,0,2022_10,18-301-00114
