,Head Office,TREASURY NAME,TREASURY CODE,DDO NAME
5884,Nagaon,Hojai,HOJ/SE/028,"HEADMASTER, RAIKATA TRIBEL HIGH SCHOOL,"
5885,Nalbari,Nalbari,NLB/SE/113,"HEADMASTER PUB BATAHGILA BIDYAMANDIR HIGH SCHOOL,P.O- CHENGNY"
5886,Barpeta,Barpeta,BRT/SE/182,HEAD MUDARRIS BHALUKA BARI J.P PRE SR. MADRASSA P.OJARABARI
5887,Guwahati,Kamrup Metro,KAM/HE/055,PRIN PRAGJYOTISH COLLAGE
5888,Sivasagar,Sivasagar,SVS/TRA/001,"DISTRICT  TRANSPORT OFFICER , SIVASAGAR"
5889,Amingaon,"Kamrup,Amingaon",AKM/SWP/019,CDPO SUALKUCHI ICDS PROJECT
5890,Guwahati,Dispur,DIS/TAX/004,DY. COMMISSIONER OF TAXES ( APPEALS)
5891,Tinsukia,Margherita,MGR/HE/013,H.M. JANAJATI HIGH SCHOOL
5892,Amingaon,"Kamrup,Amingaon",AKM/SE/154,HM. PALASBARI GIRLS HIGH SCHOOL
5893,Dibrugarh,Dibrugarh,DIB/HE/126,PRIN. PITHUBAR GIRLS' COLLEGE
5894,Barpeta,Barpeta,BRT/SE/037,H.M. HOWLY GIRLA' H.S.
5895,Nagaon,Hojai,HOJ/HE/046,SUPDT. BURUNGABAZAR SR. MADRASSA
5896,Amingaon,"Kamrup,Amingaon",AKM/SE/288,HM. UPPARHALI HIGH SCHOOL
5897,Dhubri,Dhubri,DBR/SW/001,"ZILLA SAINIK WELFARE OFFICER, DHUBRI"
5898,Tezpur,Sonitpur,SON/SE/029,H.M.RANGAGORA HIGH SCHOOL
5899,Karimganj,Karimganj,KAR/IND/001,"G.M. DIST. INDUSTRIES & COMMERCE CENTRE,KARIMGANJ"
5900,Silchar,Lakhipur,LKH/HE/077,"H.M. BAGPUR HIGH SCHOOL, BAGPUR"
5901,Dhubri,Dhubri,DBR/SE/124,"H.M CHAPGARH H.F.M. ACADEMY (HIGH), P.O-KSHUDIMARI"
5902,Dhemaji,Dhemaji,DMJ/SE/133,"HEAD MASTER,GAI NADI HIGH SCHOOL"
5903,Nagaon,Nagaon,NAG/HE/010,"PRINCIPAL ,AL ITANGONI   OSMANIA   H  S  SCHOOL"
5904,Dhemaji,Dhemaji,DMJ/SE/073,"HM BORUAH BLOCK H.S., P.O-PARABARI"
5905,nan,"Kamrup,Amingao",,"H.M MANDAKATA SIMELIBARI ANCHALIK HIGH SCHOOL, P.O-"
5906,Amingaon,n,AKM/SE/301,SIMALIBARI
5907,Barpeta,Barpeta,BRT/SE/174,"SUPDT. DR. MOHAMMAD ALI KHAN GIRLS SR. MADRASSA,P.O - GOMAFULBARI"
5908,Guwahati,Kamrup Metro,KAM/JUD/011,SPECIAL JUDGE.ASSAM GUWAHATI
5909,Nagaon,Kaliabor,KLB/SE/014,H.M. KATHPARA HIGH SCHOOL
5910,Hailakandi,Hailakandi,HKD/HE/019,PRIN. INDRAKUMARI GIRLS H.S.SCHOOL
5911,Golaghat,Golaghat,GT/SE/009,PRIN. JAMUGURI H.S.S.
5912,North Lakhimpur,Lakhimpur,LKM/LM/001,"ASSISTANT CONTROLER,LEGAL METROLOGY,LAKHIMPUR"
5913,Tezpur,Sonitpur,SON/SE/053,"H.M. HATINGA HIGH SCHOOL, JOYPUR, PO- BAKOLA"
5914,Dhemaji,Jonai,JON/LS/001,"SUB-DIVISIONAL LIBRARIAN,JONAI"
5915,Dhubri,Dhubri,DBR/SE/231,"HEAD MUDARRIS, SAGOLIA MANDAI PRE- SR. MADRASSA ,P.O. - SAGOLIA"
5916,Nagaon,Nagaon,NAG/SE/002,"SUPDT. AFAZUDDIN GIRLS'  HM,P.O-KALIADINGA"
5917,Dhubri,Dhubri,DBR/SE/190,"HEAD MUDARRIS BINNACHARA B.S.PRE- SR. MADRASSA ,P.O. - BALADUBA"
5918,Dhubri,Dhubri,DBR/SE/148,"H.M JANA KALYAN HIGH SCHOOL, P.O-BANDIHANA"
5919,Silchar,New-Silchar,NSL/SE/068,"HEAD MUDARRIS, SIRAJ UDDIN MAZUMDER PRE-SR.MADRASSA, P.O. - PALONGGHAT"
5920,Tinsukia,Tinsukia,TSK/SE/001,"HEAD MASTER, ARUNODAY HIGH SCHOOL, PO-PHILOBARI"
5921,Nalbari,Nalbari,NLB/SE/095,"HEADMASTER BANBHAG BALIKA HIGH SCHOOL, P.O-BANBHAG"
5922,Hailakandi,Hailakandi,HKD/HE/030,SUPDT. HAILAKANDI TOWN HIGH MADRASSA
5923,Jorhat,Titabar,TIT/SE/015,H.M. RANGAJAN GIRLS HIGH SCHOOL
5924,Guwahati,Rangia,RAN/HE/082,"RPIN. ARABIC COLLEGE, RANGIA"
5925,Barpeta,Barpeta,BRT/PRI/001,"SUPDT.OF DISTRICT JAIL, BARPETA"
5926,Mushalpur,Mushalpur,MSL/IGR/004,"SUB-REGISTER, TAMULPUR"
5927,Garmur,Garamur,GAR/IGR/001,"SUB REGISTRAR,GARMUR,MAJULI"
5928,Barpeta,Barpeta,BRT/SE/005,PRINCIPAL DHAKALIA PARA H.S.S.
5929,Hatsingimari,Hat Singimari,HAT/SE/168,"H.M ISLAMPUR HIGH SCHOOL, P.Q-HAZIRHAT"
5930,Nalbari,Nalbari,NLB/SE/091,H.M. ASOMI GIRLS HIGH SCHOOL
5931,Tezpur,Sonitpur,SON/SE/005,H.M. NORTH JAMUGURI HIGH SCHOOL
5932,Golaghat,Golaghat,GT/SE/064,"HEAD MASTER, NAMBOR KOWANI HIGH SCHOOL, PO-ULTAJAN"
5933,Guwahati,New-Guwahati,NGT/FIS/002,SUPDT.OF FISHERIES TRAINING CUM PRODUCTION
5934,Tinsukia,Tinsukia,TSK/HE/033,H.M. KAKAJAN HIGH SCHOL
5935,Tezpur,Sonitpur,SON/SE/126,"SUPDT NURPUR JUT SR. MADRASSA,P.O.-ORIANTOLI"
5936,Dhemaji,Dhemaji,DMJ/SE/115,HM GARUMARA BURISUTI MISHING H.S.P.O- PIPOLGURI
5937,Barpeta,Barpeta,BRT/SE/224,"HEAD MASTER,DHAKALIA DABALIAPARA HIGH SCHOOL"
5938,Guwahati,Rangia,RAN/SE/038,"HEAD MASTER,KALAKUCHI SATGAON HIGH SCHOOL"
5939,Barpeta,Pathsala,PSL/SE/023,H.M. BHALAGURI HIGH SCHOOL
5940,Golaghat,Golaghat,GT/HE/005,"JAYA GOGOI COLLEGE, GOLAGHAT."
5941,Nalbari,Belsar,BEL/AAT/001,"TREASURY OFFICER, BELSHOR SUB-TREASURY"
5942,Jorhat,Titabar,TIT/SE/001,PRIN. P.R.S H.S SCHOOL
5943,Guwahati,Kamrup Metro,KAM/LRS/002,PRINCIAPL SURVEY & SETT. TRNG.GUWAHATI
5944,Nalbari,Nalbari,NLB/SE/092,"HEADMASTER ACHARJYA BINOWA H.S., P.O- TINIPUKHURI"
5945,Goalpara,Goalpara,GLP/SE/115,"HEAD MUDARRIS PASCHIM KATHURI HUSNARA PRE SR.MADRASSA,P.O.-RAJMITA"
5946,Guwahati,Dispur,DIS/EE/016,"HEAD MASTER, MALAYBARI BINAPANI M.E.SCHOOL"
5947,Tezpur,Sonitpur,SON/POL/006,"S.P. REGISTERING AUTHORITY, SONITPUR, TEZPUR"
5948,Guwahati,Rangia,RAN/HE/012,H.M. MADHUKUSI ANCHALIC HIGH SCHOOL
5949,Nagaon,Nagaon,NAG/HE/155,"PRINCIPAL,  DHING  COLLEGE"
5950,North Lakhimpur,Bihpuria,BIH/SE/146,"HEAD MASTER, NAVAPUR HIGH SCHHO,"
5951,Barpeta,Barpeta,BRT/POL/003,"SPECIAL F.R.R.O., BARPETA"
5952,Barpeta,Pathsala,PSL/HE/006,PATHSALA MAHAVIDYALAY. (Jr.College)
5953,Barpeta,Pathsala,PSL/SE/090,"HEAD MASTER, CHAPARBORI HIGH SCHOOL, P.O.-CHAPARBORI"
5954,Dhubri,Dhubri,DBR/SE/122,"H.M RAVATARY J. K. HIGH SCHOOL, P.O-RAVATARY"
5955,Nagaon,Nagaon,NAG/HE/105,"PRINCIPAL, RAIDANGIA    H   SAIKIA    H   S   SCHOOL"
5956,Nagaon,Kaliabor,KLB/SE/013,H.M. LAOKHUWA HIGH SCHOOL
5957,Barpeta,Barpeta,BRT/SE/136,"HEAD MASTER, DONGRA HIGH SCHOOL, P.O.-DHAKUA"
5958,Golaghat,Bokakhat,BKK/IND/001,"SUDPT. OF INDUSTRY & COMMERCE, BOKAKHAT"
5959,Guwahati,Kamrup Metro,KAM/WPT/001,"PROJECT DIRECTROR,I.T.D.P. GHY."
5960,Tezpur,Sonitpur,SON/SE/120,PRINCIPAL BORCHALA H.S. SCHOOL
5961,Mangaldai,Darrang,DAR/SE/167,"H.M Pakadali Girls' High School, P.O : Dhekipara"
5962,Mangaldai,Darrang,DAR/SE/132,"H.M Jugipara High School, P.O-Jugipara"
5963,Nagaon,Kaliabor,KLB/SE/025,"HM LENGTENG HIGH SCHOOL,P.O.-CHALANA"
5964,Bongaigaon,Abhayapuri,ABH/SE/045,"HEAD MUDARRIS, DAKSHIN NAMBERPARA PRE-SR.MADRASSA, PO- NAMBARPARA"
5965,Dhemaji,Dhemaji,DMJ/SE/065,"HM TULSHIBARI ADARSHA HS,P.O.-GOGAMUKH"
5966,Dhubri,Dhubri,DBR/PRD/005,"B.D.O.,  JAMADARHAT"
5967,Diphu,Bokajan,BOK/ELE/001,"ELECTION OFFICER, BOKAJAN"
5968,Dhubri,Bilasipara,BIL/HE/003,"PRINCIPAL,SAPATGRAMCOLLEGE,SAPATGRAM"
5969,Silchar,Cachar,CAC/SE/005,"HM BIKRAMPUR HIGH SCHOOL ,P.O.-SILCHAR"
5970,Sivasagar,Nazira,NZR/AAT/001,"TREASURY OFFICER, NAZIRA"
5971,Kokrajarh,Kokrajhar,KKJ/ECT/002,"DIST. EMPLOYMENT OFFICER,EMPLOYMENT EXCHANGE,KJR"
5972,Garmur,Garamur,GAR/SER/001,"SUPDT. OF SERICULTURE, KAMALBARI"
5973,Marigaon,Marigaon,MRG/HE/051,"HEAD MASTER NF RLY. H S, JAGIROAD"
5974,Guwahati,New-Guwahati,NGT/TAX/003,"SUPERINTENDENT OF TAXES,NEW GUWAHATI B.G. EXITPOINT CHECK POST"
5975,Nagaon,Nagaon,NAG/HE/129,"H/M, SRIMANTA  SANKARDEV   H  SCHOOL"
5976,Silchar,Lakhipur,LKH/SE/022,"HM BADRIPAR HINDI HIGH SCHOOL,P.O-MACHPARA"
5977,Dhubri,Dhubri,DBR/IMD/001,"MEMBER, FOREIGNERS TRIBUNAL, DHUBRI"
5978,Dibrugarh,Dibrugarh,DIB/AHV/004,PROJECT OFFICER ( CRASH) DIBRUGARH
5979,Nagaon,Nagaon,NAG/SE/052,"HEAD MASTER,BORBHETI BALIKA UCHCH MADHYAMIKBIDYALAYA"
5980,Guwahati,Dispur,DIS/SE/014,"HEAD MASTER, SONAPUR GYANJYOTI HIGH SCHOOL"
5981,Guwahati,New-Guwahati,NGT/IRR/008,SUPDT.ENGINEER GUWAHATI ELECT.CIRCLE IRRIGATION
5982,Barpeta,Barpeta,BRT/CA/002,"OFFICER IN CHARGE CULTURAL CENTRE, BARPETA"
5983,Bongaigaon,Bongaigaon,BNG/SE/064,"SUPDT. SANTIPUR HIGH MADRASSA,P.O.-ASHOK PAPER MILL"
5984,Nalbari,Belsar,BEL/SE/056,HEADMASTER DHARAM DEKA PAKOWA BAHJANI HIGHSCHOOL P.O-KHAKHARISHAL
5985,Silchar,New-Silchar,NSL/IND/002,"QUALITY CONTROL OFFICER , SILCHAR"
5986,Nagaon,Nagaon,NAG/SE/019,"HM SANKAR NAGAR HIGH SCHOOL,P.O-TETELICHARA"
5987,North Lakhimpur,Lakhimpur,LKM/SE/008,PRINCIPAL BOGINADI H.S.SCHOOL
5988,Mangaldai,Darrang,DAR/SE/120,"H.M MOHAMMED ALI HIGH SCHOOL, P.O - KHARUPETIA"
5989,Sivasagar,Sivasagar,SVS/LM/001,INSPECTOR OF LEGAL METROLOGY
5990,North Lakhimpur,Bihpuria,BIH/SE/054,HEAD MASTER PHULANIKHAT HIGH SCHOOL
5991,Sivasagar,Sivasagar,SVS/SE/121,HM ALIMUR JNANODYA
5992,Dhemaji,Jonai,JON/SE/015,HM RAJAKHANA H.S.
5993,Golaghat,Dergaon,DER/SE/005,H.M. UPORTEMERA KAMALA MIRI HIGH SCHOOL
5994,Nagaon,Nagaon,NAG/SE/031,"HEAD MUDARRIS PUB- KOROIGURI PRE- SR. MADRASSA,MAGORMARI"
5995,Nagaon,Nagaon,NAG/IRR/002,"SUPDT,ENG.NAGAON CIRCLE IRRIGATION,NAGAON"
5996,Tinsukia,Tinsukia,TSK/HE/039,H.M. MAKUM RLY  HIGH SCHOOL
5997,Mangaldai,Darrang,DAR/SE/159,"H.M Jaljali High School, P.O- Jaljali"
5998,Guwahati,Rangia,RAN/HE/087,PRIN. P.B. ANCHALIC JR. COLLEGE
5999,Diphu,Diphu,DPU/LED/006,"DIST. EMPLOYMENT OFFICER, DIPHU"
6000,Tezpur,Sonitpur,SON/PWR/002,SE PWD ROADS TEZPUR ROAD CIRCLE
6001,Marigaon,Marigaon,MRG/SE/014,"HM SWAHID TILAK DEKA  SECONDARY SCHOOL,P.O-BARAPUJIA"
6002,Barpeta,Barpeta,BRT/SE/190,"HEAD MUDARRIS TARAKANDI PRE- SR. MADRASSA, P.O-TARAKANDI"
6003,Sivasagar,Sivasagar,SVS/SE/041,HM CHERAKAPARH.S
6004,Golaghat,Bokakhat,BKK/SE/028,"HEAD MASTER,KAZIRANGA NATIONAL PARK HIGH SCHOOL"
6005,Mangaldai,Darrang,DAR/SE/177,"PRINCIPAL, MANGALDAI GIRLS COLLEGE (Jr.), P.O -MANGALDOI"
6006,Hailakandi,Hailakandi,HKD/SE/047,"HEAD MUDARRIS AJ. CHOUDHURY PRE- SR. MADRASSA, P.O. -KALIBARI BAZAR"
6007,Sivasagar,Sivasagar,SVS/SE/135,HM JOYSAGAR HS
6008,Tezpur,Sonitpur,SON/SE/055,H.M. MADHYA JAMUGURI GOVT.AIDED H.S
6009,Nagaon,Nagaon,NAG/SE/010,"HM JAMUGURI BAPUJI HS,P.O-JAMUGURI,BEBEJIA"
6010,Bongaigaon,Bongaigaon,BNG/SE/069,"HEAD MUDARRIS, JARAGURI NOBONUR PRE-SR. MADRASSA,PO-SIDALSATHI"
6011,Nagaon,Kaliabor,KLB/SE/032,"HEADMASTER, KUWARITOL GIRLS HIGH SCHOOL,"
6012,Barpeta,Pathsala,PSL/SE/091,"HEAD MASTER, PADMASHREE NALINIBALA DEVI GIRLS' HIGHSCHOOL"
6013,Tinsukia,Tinsukia,TSK/FOR/005,"D.F.O. LOGGING DIVISION, TINSUKIA"
6014,Barpeta,Pathsala,PSL/SE/050,H.M. RAMPUR HIGH SCHOOL
6015,Silchar,Cachar,CAC/HE/063,"H.M. SURYA KUMAR HIGH SCHOOL, SILCHAR"
6016,Silchar,New-Silchar,NSL/SE/011,H.M BAM VIDYAPITH HIGH SCHOOL
6017,Biswanath Chariali,Biswanath Chariali BIS/LED/005,,"ASSISTANT EMPLOYMENT OFFICER,B.CHARIALI"
6018,Diphu,Diphu,DPU/JUD/002,"DISTRICT AND SESSION JUDGE,KARBI ANGLONG. DIPHI"
6019,Nagaon,Nagaon,NAG/HE/040,"H/M, DIGHALDARI  KAKATIGON    H/S"
6020,Karimganj,Karimganj,KAR/SE/029,H.M. IDGAH HIGH SCHOOL
6021,Nagaon,Nagaon,NAG/HE/058,"H/M, JURIA    GIRLS  H/S"
6022,Nalbari,Belsar,BEL/SE/058,"HEADMASTER M.C. MILAN H.S., P.O-MOROWA"
6023,Barpeta,Pathsala,PSL/SE/116,"HEAD MASTER,PHINGUAGARH  HIGH SCHOOL"
6024,Golaghat,Dergaon,DER/SE/003,PRIN. INDRANI DEVI H.S. SCHOOL
6025,Karimganj,Karimganj,KAR/SYW/001,"DIST.SPORTS OFFICER, KARIMGANJ"
6026,Mangaldai,Udalguri,UDG/SE/052,DHOPGURI  HIGH  SCHOOL
6027,Guwahati,Kamrup Metro,KAM/SE/267,HM. RAJGARH HIGH SCHOOL
6028,Tezpur,Gohpur,GAH/SE/010,HEAD MASTER GAMIRI HIGH SCHOOL
6029,North Lakhimpur,Lakhimpur,LKM/SE/028,HEAD MASTER BOCHA GAON HIGH SCHOOL
6030,Barpeta,Barpeta,BRT/SE/242,"SUPERINTENDENT,AL AMEEN KDM GIRLS HIGH MADRASSA"
6031,Guwahati,Dispur,DIS/EE/007,"HEAD MASTER, MITANI REWA MAHESWARI M.E. SCHOOL"
6032,Tezpur,Sonitpur,SON/HE/002,"PRINCIPAL SOOTEA COLLEGE JR, SOOTEA"
6033,Sivasagar,Sivasagar,SVS/SE/023,HM AMGURI GIRLS
6034,Diphu,Diphu,DPU/PHE/004,E.E. PHE HAMREN DIVISION.
6035,Tinsukia,Tinsukia,TSK/HE/019,H.M. DOOMDOOMA GIRLS HIGH SCHOOL
6036,Barpeta,Barpeta,BRT/IMD/005,"MEMBER, FOREIGNERS TRIBUNAL-9th, BARPETA"
6037,Nalbari,Tihu,THU/SE/053,"HEADMASTER BARJAR HIGH SCHOOL, P.O-BARAMA"
6038,Mushalpur,Mushalpur,MSL/EE/001,"B.E.E.O. BASKA, MASHALPUR"
6039,Dibrugarh,Dibrugarh,DIB/SE/040,"HEADMISTRESS,SURAJMAL JALAN BALIKA SHIKSHASADAN,DIBRUGAR"
6040,Golaghat,Golaghat,GT/WPT/002,"SUB-DIVISIONAL WELFARE OFFICER,GOLAGHAT"
6041,Kokrajarh,Gossaigaon,GOS/SE/006,H.M. KACHUGAON PUBLIC HIGH SCHOOL
6042,Mangaldai,Udalguri,UDG/SER/001,"SUPDT. OF SERICULTRE, UDALGURI"
6043,Tezpur,Sonitpur,SON/TAX/003,"DEPUTY COMMISSIONER OF TAXES, T/Z  TZP"
6044,Nagaon,Nagaon,NAG/SE/053,"HEADMASTER, DIMORUGURI HIGH SCHOOL"
6045,Silchar,Cachar,CAC/SE/026,"PRINCIPAL CACHAR TITLE MADRASSA, P.O.-MOHADEVPUR"
6046,Diphu,Diphu,DPU/AHV/006,"SUB-DIV. VETTY. OFFICER, HAMREN, KA"
6047,Nalbari,Nalbari,NLB/SE/035,H.M. RAJKADAMTAL H.S.
6048,Mangaldai,Darrang,DAR/SE/128,"H.M Dinanath Saharia High School, P.O - Mangaldai"
6049,Hailakandi,Hailakandi,HKD/SE/001,"INSPECTOR OF SCHOOLS, HAILAKANDI"
6050,Bongaigaon,Abhayapuri,ABH/SE/048,"HEAD MUDARRIS, ASHRAFUL PRE SR. MADRASSA, PO-MADRASSAPARA"
6051,Nagaon,Hojai,HOJ/HE/021,H.M. LANKA HIGH SCHOOL
6052,Guwahati,Rangia,RAN/SE/005,"H.M HIRAGATA HIGH SCHOOL, P.O-BORDOLE"
6053,North Lakhimpur,Lakhimpur,LKM/SE/074,HEAD MASTER DEBIRAM PANGIN HIGH SCHOOL
6054,Silchar,New-Silchar,NSL/SE/006,"PRINCIPAL SWARNA LAKSHMI H.S.S., NARSINGPUR"
6055,Mangaldai,Darrang,DAR/SE/129,"H.M Pub Podoghat High School, P.O-Shyamtila"
6056,Tezpur,Sonitpur,SON/SE/010,H.M.SOOTEA ACADEMY
6057,North Lakhimpur,Dhakuwakhana,DKK/SE/064,H.M. NA-VANGA  HIGH SCHOOL
6058,Jorhat,Jorhat,JOR/HE/046,H..M.BHOGAMUKH R.K.GRILS H.S.
6059,Goalpara,Goalpara,GLP/PDD/002,"SUB-DIVISIONAL PLANNING OFFICER, GOALPARA"
6060,Hatsingimari,Hat Singimari,HAT/SE/172,"H.M SONAPUR HIGH SCHOOL, P.O-FEKAMARI"
6061,Diphu,Diphu,DPU/JUD/001,"CHIEF JUDICIAL MAGISTRATE,KARBI ANGLONG. DIPHI"
6062,Dhubri,Bilasipara,BIL/SE/002,"H.M.,BILASIPARAGIRLSHIGHSCHOOL"
6063,Garmur,Garamur,GAR/SE/065,"HEAD MASTER,POKAJORA BALICHAPORI HIGH SCHOOL"
6064,Nagaon,Nagaon,NAG/HS/004,"INSPECTOR OF DRUGS,NAGAON"
6065,Mangaldai,Udalguri,UDG/HT/001,"SUPDT. OF HANDLOOM & TEXTILE, UDALGURI"
6066,Silchar,Cachar,CAC/SE/031,"HEAD MUDARRIS, ANJAB ALI PRE- SR. MADRASSA,P.O. -SALCHA PARA"
6067,Karimganj,R. K. Nagar,RKN/SE/009,"H.M. PALLISHREE HIGH SCHOOL, BARUALA"
6068,Karimganj,Karimganj,KAR/SE/028,H.M. BALIPIPRA HIGH SCHOOL
6069,Amingaon,"Kamrup,Amingaon",AKM/IGR/003,"SUB-REGISTRAR,BOKO,KAMRUP"
6070,Karimganj,Karimganj,KAR/IMD/002,"MEMBER, FOREINER'S TRIBUNAL, KARIMGANJ"
6071,Nalbari,Tihu,THU/SE/022,H.M. PRAGATI H.S.(FOR GPF ONLY)
6072,Sivasagar,Nazira,NZR/PHE/001,"EX. ENGR. PHE, NAZIRA DIV."
6073,Jorhat,Jorhat,JOR/HE/090,H.M MADHYA NAKACHARI H.S
6074,Jorhat,Jorhat,JOR/HE/092,H.M MAHADEV AGARWALLA H.S.
6075,Jorhat,Jorhat,JOR/EE/003,BEEO EAST BLOCK TEOK
6076,Sivasagar,Sivasagar,SVS/SYW/002,"11 GIRLS N.C.C., SIVASAGAR"
6077,Hailakandi,Hailakandi,HKD/HE/052,H.M. BHAGWAT PRASAD HIGH SCHOOL
6078,Tezpur,Rangapara,RGP/SE/002,PRINCIPAL RANGAPARA HIGHER SECONDARY SCHOOL
6079,Nagaon,Nagaon,NAG/PWR/001,EX.ENG.P.W.D.RURAL ROAD DIVISION. NAGAON.
6080,Sivasagar,Sonari,SNR/PRD/003,"BDO, MAHMORA"
6081,Guwahati,New-Guwahati,NGT/SE/001,BHASKAR VIDYAPITH HIGHER SECONDERY SCHOOL
6082,Nalbari,Nalbari,NLB/PRD/002,B.D.O. PUB-NALBARI
6083,Karimganj,Karimganj,KAR/EE/005,"BEEO, SOUTH KARIMGANJ"
6084,Dhubri,Dhubri,DBR/EE/004,"BEEO, GOURIPUR"
6085,Dhemaji,Dhemaji,DMJ/EE/006,"BLOCK ELEMANTARY EDUCATION OFFICE,ME-MV,DHEMAJI"
6086,North Lakhimpur,Lakhimpur,LKM/SE/108,HEAD MASTER KAKOI RAJGARH HIGH SCHOOL
6087,Biswanath Chariali,Biswanath Chariali BIS/PHE/001,,EX. ENGR. PHE BISWANATH CHARIALI
6088,Sivasagar,Sivasagar,SVS/TOU/001,TOURIST INFORMATION OFFICER
6089,Tezpur,Sonitpur,SON/IRR/006,"E.E. TEZPUR MECH DIVN. IRRIGATION,TEZPUR"
6090,Nagaon,Nagaon,NAG/IRR/005,"EX.ENG. K.  I.  K. DIVISION IRRIGATION , NAGAON"
6091,Goalpara,Goalpara,GLP/SE/096,"H.M Borjhara High School, P.O-Borjhora"
6092,Guwahati,Kamrup Metro,KAM/SE/259,HM.MALIGAON GIRLS HIGH SCHOOL
6093,Dhemaji,Dhemaji,DMJ/SE/077,HM KHALIHAMARI PAMUA H.S.P.O- KHALIHAMARI PAMUA
6094,Guwahati,New-Guwahati,NGT/ESI/003,INSURANCE MEDICAL OFFICER E.S.I. NARENGI
6095,North Lakhimpur,Lakhimpur,LKM/IRR/004,"E.E.DHAKUAKHANA DIVISION IRRIGATION,DHAKUAKHANA"
6096,Tinsukia,Margherita,MGR/EXI/001,"DY. SUDPT. OF EXCISE, MARGHERITA"
6097,North Lakhimpur,Bihpuria,BIH/EE/007,"BLOCK ELEMANTARY EDUCATION OFFICE,ME-MV,NARAYANPUR"
6098,Nagaon,Nagaon,NAG/EE/005,"B  E   E   O,   RUPAHI"
6099,Tezpur,Gohpur,GAH/SE/031,"HEAD MASTER, DILAPAKHARA BAHUMUKHI HIGH SCHOOL,PO- KAMDEWAL"
6100,Marigaon,Marigaon,MRG/HE/011,HEAD MASTER BAGHARA H S
6101,Marigaon,Marigaon,MRG/PRD/004,"BDO, MOIRABARI"
6102,Marigaon,Marigaon,MRG/HE/037,PRINCIPAL KAPAHERA H S S
6103,North Lakhimpur,Dhakuwakhana,DKK/AAT/001,"TREASURY OFFICER, DHAKUAKHANA SUB-TREASURY"
6104,Jorhat,Jorhat,JOR/HE/093,H.MMELENG PROVN.H.S.
6105,Guwahati,Dispur,DIS/AAT/002,DISPUR TREASURY
6106,Tinsukia,Tinsukia,TSK/EE/001,DIST.ELEMENTARY EDN. OFFICER. TINSUKIA
6107,Mangaldai,Darrang,DAR/SE/027,"H.M.,BAHGARHA GANESHKUWARI JANAJATI H.S."
6108,Dhemaji,Dhemaji,DMJ/PWR/001,"EXECUTIVE ENGINER STATE ROAD  DIVISION, DHEMAJI."
6109,Guwahati,Kamrup Metro,KAM/AHV/003,DIST.VETY.OFFICER KAMRUP .GUWAHATI
6110,Dhemaji,Dhemaji,DMJ/EE/004,DEPUTY INSPECTOR OF SCHOOLS (ME/MV) DHEMAJI
6111,Tezpur,Sonitpur,SON/GAD/001,"COMMISSIONER, NAD TEZPUR"
6112,Jorhat,Jorhat,JOR/PRI/001,SUPDT.OF DIST.JAIL
6113,Tinsukia,Margherita,MGR/EE/001,"BEEO, MARGHETITA"
6114,Sivasagar,Nazira,NZR/SE/037,"H.M. ROWNA PAHUCHUNGI ADARSHA HIGH SCHOOL,P.O.-SIMALUGURI"
6115,Amingaon,"Kamrup,Amingaon",AKM/SE/168,HM.MUDUKI ANC. JANAJATIYA HIGH SCHOOL
6116,Dibrugarh,Naharkatia,NHK/HE/031,H.M. HAPJAN CHARIALI HIGH SCHOOL
6117,Karimganj,Karimganj,KAR/SE/073,"HEAD MUDARRIS A.M. CHOUDHURY PRE- SR. MADRASSA,P.O. - BASHUDEVNAGAR"
6118,Guwahati,Dispur,DIS/GAD/001,COMMISSIONER HILLS AREA BARAK VALLEY
6119,North Lakhimpur,Lakhimpur,LKM/IND/001,"GENERAL MANAGER,D.I.C. LAKHIMPUR"
6120,Tezpur,Sonitpur,SON/AHV/007,DISTRICT VETY OFFICER  TEZPUR
6121,Guwahati,New-Guwahati,NGT/PHE/004,ADDL.CHIEF ENGINEER P.H.E.LOWER ASSAM ZONE
6122,Guwahati,New-Guwahati,NGT/IND/003,"ENGINEER I/C CENTRAL WORKSHOP, INDUSTRIES"
6123,Jorhat,Jorhat,JOR/PHE/002,"E.E.PHE,JORHAT"
6124,Bongaigaon,Abhayapuri,ABH/LS/001,"SUB-DIV. LIBRARIAN, NS, ABHAYAPURI"
6125,Tezpur,Sonitpur,SON/PHE/003,E.E. P.H.E. TEZPUR DIVISION NO 2
6126,Silchar,New-Silchar,NSL/AHV/003,"OFFICER IN CHARGE I.C.D.P.,GHUNGOOR"
6127,Goalpara,Goalpara,GLP/IRR/005,"EX. ENGINEER IRRIGATION, GOALPARA DIVISION"
6128,Barpeta,Barpeta,BRT/SE/032,H.M. JIBANLATA GIRLS' H.S.
6129,Nagaon,Hojai,HOJ/HE/027,H.M. MOUDANGA HIGH SCHOOL
6130,Goalpara,Goalpara,GLP/SE/075,"PRADHAN ADHYAPAK BHARATI SANSKRIT  VIDYALAYA,DUDHNI"
6131,Biswanath Chariali,Biswanath Chariali BIS/SE/020,,"H.M. BAGHMARA H.S., PO-GELAPUKHURI"
6132,Dhemaji,Dhemaji,DMJ/HT/002,SUPDT.HANDLOOM &TEXTILE.DHEMAJI
6133,Karimganj,Karimganj,KAR/HE/004,"PRIN. RABINDRA SADAN GIRLS COLLEGE, KARIMGANJ"
